Game_ID,Game_Name,Genre,Platform,Publisher,Release_Year,Price_USD,Sales_Million,Player_Count,Rating,Development_Cost_Million,Playtime_Hours,Metacritic_Score,Copies_Sold_Million,Budget_Million,Revenue_Million,ROI_Percent,Engagement_Score,Profitability_Grade
1,Sonic Mania,Fighting,PC,Nintendo,2024,64.18937161893741,6.871690202989127,14376753,4.678296060438406,221.7070756976652,180.8133063957633,36.22591589319342,0.894750501801532,33.08678617849817,57.433472466369274,-74.09488520578863,67.25870692179603,F
2,Zumba Fitness,RPG,Mobile,Bethesda,2010,38.14051062077975,4.078126030314906,1914980,5.200148402477778,57.552470201695286,173.1176592477883,46.34144042848951,2.12797999966889,210.04646082777654,81.1622437781782,41.02304122436686,9.958180187776895,C
3,Wii Sports Resort,Puzzle,Xbox Series X,Konami,2018,37.58291690067241,5.135658697094391,1508394,1.474388108680951,172.47403740340204,93.98738735897072,83.15459213086972,6.278105635364016,11.769799049703003,235.94952238752896,36.802921726510746,2.223958176805694,C
4,Inside,RPG,Mobile,Bethesda,2023,8.265795638493838,3.589255569982458,36535277,1.3380960658958254,65.35790232978516,149.38490445219014,74.26285773079644,3.835045108968914,209.32773671427864,31.699699135142374,-51.498291705889,48.88771042011423,F
5,Ghostrunner,Sports,PS4,Activision Blizzard,2014,7.269250922654548,9.32195659983044,2713188,7.454633023420819,258.62586007510953,124.65012461599434,79.73117483182651,2.702230147798572,39.36982813305186,19.643188995109707,-92.404785434293,20.22582086354909,F
6,Core Keeper,Action,PS4,Activision Blizzard,2020,40.82539752456418,9.346939419221181,42198305,5.842851977090001,282.7134508924019,161.00897718287348,54.413685972608725,0.37964761055036533,222.20820759463226,15.49926461996959,-94.51767697255109,246.55844979909688,F
7,Final Fantasy XIV,Shooter,Xbox One,Rockstar Games,2011,33.48160986114239,6.6788453136855495,38269229,5.5783538579464,156.0293995077299,87.49740995561059,75.88514848608901,3.652433163354313,183.79429614735855,122.28934221932725,-21.624166596072243,213.47930123278425,D
8,Transformers: Fall of Cybertron,Simulation,Steam Deck,Microsoft,2017,59.54672567371941,1.0569006383157988,48399900,3.1881207738040183,106.3403563785443,157.5900798803813,50.14651038338527,0.6460562314586779,45.34421431428975,38.47053318446686,-63.82320457200494,154.3047266400371,F
9,Cities Skylines 2,Action,Xbox One,Bethesda,2020,15.444173006269937,9.627218178311617,911913,7.7027565846693005,70.98327473023224,93.5664497788993,36.478507521179324,4.730492488319213,143.62540825056968,73.0585443944623,2.9236037251268043,7.024243865395536,C
10,Blasphemous,Simulation,VR,Konami,2022,6.623158037608224,6.058684917512196,35612449,2.514129211976427,15.884519455390086,188.31122599287318,69.34880871762607,0.9632732599871315,81.60079701702877,6.379911034296847,-59.8356686066952,89.5342983409207,F
11,Kingdom Hearts III,Horror,Mobile,Bethesda,2011,34.18751991545818,6.4705111622159865,654817,2.70941269294918,81.28152278305112,98.30167596337922,96.12908619670594,1.7189550344511275,48.667109233337946,58.766809474075025,-27.69966966424856,1.7741694913589032,D
12,Cities Skylines 2,Puzzle,Steam Deck,CD Projekt Red,2012,20.436106188896737,2.7547934281565505,17774649,5.146409542134479,196.61649820365005,93.59861584287844,44.22687576883571,1.3945196981360848,215.49963885572157,28.49855263361725,-85.50551307037357,91.47562322169107,F
13,Metroid Prime Remastered,Adventure,PC,FromSoftware,2023,8.224934267024434,11.071388939487411,27202110,3.576518759007468,160.55146246145404,157.44422858957552,55.95562819257809,5.973029513904651,103.8630777942712,49.12777512686266,-69.40060565399241,97.28885669958463,F
14,The Lab,Racing,Xbox Series X,CD Projekt Red,2019,52.09888864509588,6.961681843451471,40111283,3.2271668310983173,283.2683422059973,164.6723829686459,72.57210694344857,0.5058941437416232,102.6432100195187,26.35652266100096,-90.6955636285561,129.4458020503978,F
15,Slime Rancher 2,Strategy,Mobile,Capcom,2010,12.253544997221086,1.0972434847280181,4109949,6.807138800979985,119.48690148501848,111.78884463559181,62.23749000555405,2.6016785083219127,46.6222353276219,31.87978467002559,-73.31943144075692,27.976993307948888,F
16,Castlevania: Nocturne,Action,Xbox One,Nintendo,2020,44.54076750050516,3.119368862448958,30507086,6.858745706966901,208.46513935618995,37.59996707202493,85.78736806530584,0.5596689638501054,98.85109064101577,24.928085196096173,-88.04208450723108,209.24034513457002,F
17,Apex Legends,Shooter,PS5,Square Enix,2011,23.268233760847796,11.374494587831098,20982103,8.420653628199364,147.3075014950613,94.61612972960074,79.41593110462225,3.7602642433360827,218.5461273505683,87.49470741650143,-40.60403813214168,176.68302175420274,D
18,Diablo IV,Fighting,Steam Deck,Konami,2023,16.27724327307643,0.7417339962621596,13158587,4.759377102756783,154.26028856133928,193.67835557611633,24.547181901263848,7.164103370718585,93.9665340699608,116.61185339865325,-24.405785516027798,62.62667767243307,D
19,Caveblazers,Fighting,Steam Deck,Fromsoftware Bandai,2016,29.683848989755635,16.774668279520355,15217576,1.6577658192353522,81.06452006663113,151.09126622175864,97.87685624605437,1.8107061126946098,238.14287281244808,53.748726814054244,-33.696360911191015,25.227177344416233,D
20,Kerbal Space Program,RPG,Xbox Series X,EA Sports,2019,57.09397545449199,6.184103637505,7139512,3.462997464293119,137.0302822757579,162.61019556806818,78.68739139011845,2.1088325980296387,236.84568030605493,120.40163658953676,-12.135015275497924,24.724111952290297,D
21,Final Fantasy VII Remake,Shooter,Nintendo Switch,CD Projekt Red,2011,30.486082498797224,5.489890319927591,43441890,9.820049168771352,141.76471410679946,8.499448766209547,87.38445867094083,7.969314876212319,40.500171530299774,242.95319077510075,71.37775948397866,426.6014957843565,B
22,Pirate101,Puzzle,PS4,EA Sports,2015,53.800027198718624,2.077385716130011,20814696,6.366327177094319,212.28611400293124,94.63617360156366,70.79342154343702,2.308110111895895,48.441257113047996,124.17638679763662,-41.505176925551524,132.5131648277564,D
23,Pokémon Scarlet & Violet,Horror,PS4,Nintendo,2024,13.156609291944795,1.930362101447174,7568476,7.387633763209182,282.251359756648,130.03098446419597,86.79023998764745,2.105939981983718,216.35514723131283,27.70702953524504,-90.18356207065449,55.913128833638375,F
24,Elden Ring,Simulation,PS5,Capcom,2012,55.23014227823014,14.741582784253396,9336411,1.0662204666287307,99.46706196726878,166.3464713583588,28.765872044439334,2.690590400279906,101.2264251365562,148.6016906198994,49.39788878935536,9.954672493057615,C
25,Frets on Fire,RPG,VR,Sony,2013,20.40066611893216,2.271050308678424,3487444,5.663851589642688,13.617940105808234,11.75618340938875,47.123551173626616,3.6061040257283214,6.071625659337288,73.56692421902063,440.22064752394795,19.752365243189853,A
26,Return of the Obra Dinn,Fighting,VR,Bethesda,2020,49.03055344277673,7.96951582740636,7164357,1.3377579177862282,149.39224252469128,170.78289935709088,88.36083360115043,0.43911432287878616,72.0985958278159,21.53001827539704,-85.58826220723034,9.58417530259719,F
27,Path of Exile 2,Strategy,PC,Bethesda,2024,41.77580106466476,2.9971358204079723,29176912,6.123071908823031,163.7939383126014,110.58338547489852,35.72910647881759,5.262961411818683,151.4191033329122,219.8644289511445,34.23233558957008,178.6523302534016,C
28,Magic Survival,Strategy,Mobile,Activision Blizzard,2022,65.39440661875967,1.2497795306042176,44039638,9.286937646724677,51.36372478844266,41.06816617405987,26.10288368924177,1.8154714043826465,200.82016166019216,118.72167522292946,131.13914676538997,408.99337209032666,A
29,Starcraft II,Action,Nintendo Switch,Nintendo,2017,30.17596366839541,0.5538655996179569,32973546,9.715772174503671,228.37891727654394,64.8165328570406,81.47327731572707,0.32529749857237655,37.68021118784859,9.816165498339943,-95.70180749808286,320.36346072151684,F
30,Warhammer Vermintide 2,Puzzle,Xbox One,FromSoftware,2023,9.300737274238628,4.429134821623789,39064597,5.8649740785003175,295.493803424006,57.82205124680903,85.1679201401771,4.727899668590783,32.08263428210016,43.972952676522745,-85.11882409478969,229.11284879206127,F
31,Outer Wilds,Adventure,Steam Deck,Microsoft,2012,6.245106560831439,19.10263881034444,38428446,5.123843247269944,283.78664038552984,107.11008878911821,32.68687301881225,1.5193853834485371,230.91270012522125,9.48872362660585,-96.65638818877618,196.90133354017772,F
32,Journey,Fighting,PS5,Sony,2019,58.74580646322895,2.803326388933802,17246514,9.505153848236446,59.934705608272004,12.2337646224041,86.6389866570518,0.4173067807892513,189.03135011653276,24.515023380038468,-59.09711555060183,163.93076891576374,F
33,Fire Emblem: Three Houses,Puzzle,PS4,Rockstar Games,2015,39.10781644799309,2.7095485961504995,4331453,7.062488487970256,262.73360873032743,33.39015938298486,73.56788805657922,3.113555231949037,149.4960021906292,121.76434651175148,-53.6548266130917,30.59083694868423,F
34,Spelunky 2,Horror,PC,Bandai Namco,2010,55.3908633692717,2.608670805737301,42932691,1.584093515845685,211.64359728709374,162.91322258840492,60.566449290893544,6.464076243016901,193.45076354900237,358.0507639855043,69.17627963949687,68.0093974309064,B
35,RuneScape 3,Simulation,VR,Sega,2016,20.237664000748453,4.175514058943361,5171988,5.191530199007478,136.70012257826656,28.25559016786859,84.75951503694803,6.661174051346949,110.06931852012642,134.80660230166387,-1.3851635542744787,26.85053189090429,D
36,Slay the Spire,Shooter,PS5,Rockstar Games,2017,27.43044345836019,3.40503246235686,36873089,3.162205166178735,162.642687303094,48.21246135270914,52.70144144687933,9.586315257462177,190.821658090736,262.9568786438319,61.67765240732689,116.60027252876829,B
37,Warhammer 40K Space Marine 2,Fighting,Steam Deck,Capcom,2020,6.956751693735731,11.097761726074085,36892072,5.228238893038134,255.03045231975497,91.76737990962314,35.13152858542498,6.1681734303716205,96.09173286226125,42.9104509589935,-83.17438150280472,192.88056567516315,F
38,Gran Turismo 7,Strategy,Xbox One,Capcom,2023,67.49700109731728,4.021250873778918,15527398,5.0991901480572555,144.56034695187358,104.38993584643943,42.21850877562787,0.10642964316865519,64.80317026068758,7.183681741741806,-95.03066927189006,79.17715490656394,F
39,Contra: Operation Galuga,Shooter,PC,Konami,2017,48.41141393555287,4.043922423881031,38556170,6.239303225332678,112.58900336243293,153.1948749636034,59.40279342687855,1.5352745641021377,183.6082882167773,74.32481242747409,-33.98572666265051,240.56363583747506,D
40,Microsoft Flight Sim,Shooter,Steam Deck,Sega,2012,65.65833070435491,1.2446559281230722,31508991,4.210934413143261,148.48100041476977,90.57182047990518,61.44380182850771,5.220202758491329,107.81971157853074,342.74979906080944,130.83747961245234,132.68229452532128,A
41,Madden NFL 24,Shooter,PS4,Sega,2023,22.2572664828897,20.796684976046613,2661891,2.4784340451033526,174.1598114064797,158.39319496503668,82.83530446241622,1.4683164018425556,245.43739055991773,32.68070943700752,-81.23521771579524,6.597321278754208,F
42,Spiritfarer,Strategy,PS4,Bethesda,2019,44.74513472966795,1.9382296379839348,15174091,5.5334749113096064,57.534218479726306,124.43256879500058,81.72551244488209,2.860508531706812,90.62386966548475,127.99383964658597,122.46559183156013,83.96545185042889,A
43,Resident Evil 4 Remake,Horror,PS4,Rockstar Games,2010,49.10249793902146,0.8809726391944545,23774135,8.471825959111857,270.3714113498302,24.393748405916845,65.34659146195685,2.896627385129119,230.82321803011115,142.23164020841568,-47.39397945281133,201.41033404842977,D
